individual_id,age,gender,education_level,vocational_training_completed,employment_status,years_in_camp,ngo_livelihood_program_participation,access_to_microfinance,access_to_savings_group,owns_business,number_of_dependents,digital_skills_level,movement_restriction_perceived,access_to_market_opportunities,primary_employment_barrier,job_search_duration_months,monthly_income_kes,financial_stability_score
6152,32,Other,Secondary,No,Employed,18,No,No,No,No,3,Medium,High,Poor,Limited Education,6,9456.0,59.0
6153,23,Male,Secondary,No,Unemployed,1,No,Yes,Yes,No,0,Low,Moderate,Good,Low Market Demand,12,4684.0,26.0
6154,22,Male,Secondary,No,Unemployed,3,No,No,No,Yes,2,High,Moderate,Poor,Low Market Demand,3,5154.0,34.0
6155,19,Male,Unknown,Yes,Self-employed,10,No,Yes,No,Yes,4,High,High,Good,No Work Permit,2,9892.0,72.0
6156,32,Female,College,No,Self-employed,16,No,No,No,No,4,Medium,Low,Good,Lack of Capital,12,10103.0,68.0
6157,33,Male,Secondary,Yes,Unemployed,15,Yes,Yes,Yes,No,3,Medium,High,Good,Limited Education,12,7936.0,49.0
6158,26,Other,Primary,No,Self-employed,3,No,Yes,Yes,No,0,Low,High,Good,Lack of Capital,10,11788.0,57.0
6159,24,Male,College,No,Self-employed,13,No,No,Yes,No,5,Low,High,Poor,Discrimination,12,10462.0,94.0
6160,21,Male,University,Yes,Unemployed,7,No,No,No,No,1,Low,High,Fair,No Work Permit,12,8871.0,60.0
6161,20,Male,Primary,Yes,Unemployed,11,No,Yes,No,No,3,Low,High,Good,Lack of Capital,1,6701.0,61.0
6162,28,Female,Secondary,No,Employed,3,No,No,Yes,No,0,Low,Moderate,Good,Limited Education,12,10746.0,61.0
6163,18,Male,University,No,Self-employed,3,No,Yes,Yes,No,4,Low,Moderate,Poor,Movement Restriction,12,12534.0,78.0
6164,23,Female,Secondary,No,Employed,15,No,No,No,No,3,Medium,Moderate,Fair,Low Market Demand,12,8993.0,72.0
6165,28,Male,College,Yes,Employed,2,No,Yes,No,No,2,High,Low,Poor,Limited Education,12,16091.0,94.0
6166,18,Female,Unknown,No,Unemployed,7,Yes,No,Yes,Yes,1,Medium,High,Poor,Low Market Demand,12,2241.0,32.0
6167,24,Male,Tvet,No,Employed,2,Yes,No,No,No,1,Medium,Low,Fair,Low Market Demand,11,11844.0,87.0
6168,23,Female,Tvet,No,Unemployed,18,No,No,No,No,1,Low,High,Poor,Limited Education,12,4299.0,36.0
6169,31,Male,University,No,Employed,3,No,No,Yes,Yes,2,High,High,Poor,No Work Permit,7,16113.0,100.0
6170,19,Female,College,Yes,Employed,18,No,No,No,Yes,1,High,High,Poor,Movement Restriction,11,19813.0,100.0
6171,21,Female,Unknown,No,Unemployed,18,Yes,No,Yes,No,2,Medium,Moderate,Fair,Limited Education,12,4512.0,20.0
6172,28,Male,Primary,Yes,Unemployed,19,No,No,No,No,4,Medium,Moderate,Poor,No Work Permit,12,2756.0,27.0
6173,32,Other,Tvet,No,Unemployed,8,No,No,No,No,4,Medium,Low,Fair,Movement Restriction,12,5131.0,49.0
6174,35,Male,Unknown,Yes,Unemployed,18,Yes,Yes,No,No,2,Low,High,Poor,Low Market Demand,12,8246.0,75.0
6175,18,Female,College,No,Self-employed,12,No,No,Yes,No,1,High,High,Poor,Lack of Capital,12,13148.0,97.0
6176,20,Male,College,No,Self-employed,12,No,No,Yes,No,4,Medium,High,Poor,Movement Restriction,12,16883.0,100.0
6177,20,Male,College,No,Employed,4,No,No,No,No,5,Medium,High,Good,Limited Education,12,14812.0,87.0
6178,24,Male,Secondary,Yes,Unemployed,11,No,Yes,No,No,0,Low,Moderate,Fair,Limited Education,12,1296.0,31.0
6179,18,Female,Primary,No,Self-employed,13,No,No,No,Yes,2,Low,Moderate,Fair,Limited Education,12,9308.0,56.0
6180,28,Male,Unknown,No,Employed,15,No,No,No,No,0,Low,High,Good,Limited Education,12,6609.0,50.0
6181,23,Female,Unknown,Yes,Employed,10,No,No,Yes,Yes,5,Medium,High,Good,Lack of Capital,12,11270.0,71.0
6182,20,Male,Secondary,No,Self-employed,3,Yes,Yes,No,No,0,Medium,Moderate,Good,Limited Education,11,15286.0,95.0
6183,19,Female,Secondary,No,Self-employed,10,No,Yes,No,No,3,Low,Moderate,Fair,No Work Permit,10,8812.0,62.0
6184,35,Female,Tvet,No,Employed,19,No,Yes,No,No,1,Low,High,Poor,Limited Education,4,9401.0,66.0
6185,29,Female,University,No,Unemployed,8,Yes,No,Yes,No,1,Medium,Low,Good,Limited Education,12,5399.0,43.0
6186,27,Female,Tvet,Yes,Self-employed,4,No,No,No,No,4,Low,Moderate,Good,Lack of Capital,2,7792.0,40.0
6187,22,Male,Tvet,No,Employed,15,No,No,No,Yes,0,Medium,High,Poor,Movement Restriction,12,7377.0,71.0
6188,26,Male,University,No,Unemployed,19,No,No,No,No,2,Medium,Moderate,Fair,Low Market Demand,12,5372.0,51.0
6189,19,Male,Unknown,No,Employed,4,No,No,No,Yes,3,Medium,High,Poor,No Work Permit,2,8544.0,62.0
6190,19,Female,Secondary,Yes,Employed,19,No,No,No,No,0,Medium,High,Fair,Lack of Capital,5,10587.0,68.0
6191,23,Female,Unknown,No,Unemployed,5,No,No,Yes,Yes,0,Medium,Low,Poor,No Work Permit,12,3316.0,35.0
6192,27,Female,College,Yes,Employed,9,Yes,No,No,No,4,Low,Moderate,Poor,Limited Education,12,10878.0,77.0
6193,35,Female,Unknown,Yes,Employed,12,No,No,Yes,No,0,Low,Moderate,Poor,Low Market Demand,8,13683.0,86.0
6194,29,Female,Secondary,No,Employed,18,No,Yes,No,Yes,5,Low,Low,Fair,Limited Education,12,15070.0,100.0
6195,21,Female,College,No,Self-employed,6,No,No,No,No,1,Medium,Low,Good,Limited Education,12,5785.0,78.0
6196,34,Female,College,Yes,Self-employed,6,No,No,Yes,No,2,Low,High,Poor,Discrimination,12,20448.0,100.0
6197,32,Female,Secondary,Yes,Self-employed,19,No,No,No,No,5,Medium,Moderate,Fair,Discrimination,12,10982.0,96.0
6198,23,Female,College,Yes,Self-employed,5,No,Yes,Yes,No,1,Low,Moderate,Fair,Lack of Capital,12,12558.0,90.0
6199,33,Female,Primary,No,Employed,5,No,No,Yes,No,0,Low,Moderate,Poor,Lack of Capital,12,5821.0,60.0
6200,34,Female,Tvet,No,Unemployed,5,Yes,Yes,Yes,No,5,Low,Moderate,Poor,Movement Restriction,12,4810.0,67.0
6201,20,Female,Secondary,No,Unemployed,17,No,No,Yes,No,0,Low,High,Poor,Lack of Capital,12,8092.0,55.0
6202,27,Male,Secondary,No,Unemployed,14,No,No,No,No,1,Low,Low,Poor,Low Market Demand,8,5250.0,60.0
6203,22,Female,College,Yes,Unemployed,16,No,No,No,No,5,Low,High,Fair,Low Market Demand,12,10024.0,87.0
6204,31,Female,Secondary,Yes,Unemployed,13,No,No,No,Yes,1,Low,Moderate,Fair,Movement Restriction,11,0.0,17.0
6205,30,Male,University,No,Unemployed,9,Yes,No,No,No,4,Low,High,Poor,Discrimination,12,8378.0,61.0
6206,23,Male,Primary,No,Unemployed,14,No,Yes,No,No,2,Medium,Moderate,Poor,Lack of Capital,5,3928.0,32.0
6207,29,Female,Secondary,No,Unemployed,13,No,No,No,Yes,1,Low,High,Fair,Discrimination,12,4369.0,34.0
6208,25,Female,University,Yes,Self-employed,15,No,Yes,Yes,No,0,Medium,Moderate,Poor,Limited Education,2,14667.0,98.0
6209,22,Male,Secondary,No,Employed,1,No,No,No,Yes,1,High,Moderate,Poor,Movement Restriction,12,10852.0,68.0
6210,32,Male,Unknown,Yes,Employed,16,No,No,No,No,3,Low,High,Fair,Low Market Demand,12,14853.0,92.0
6211,33,Female,University,No,Unemployed,18,No,No,No,No,3,Medium,Moderate,Fair,Low Market Demand,12,5474.0,62.0
6212,18,Male,Tvet,No,Self-employed,18,No,Yes,No,No,5,Medium,Low,Poor,Limited Education,12,10271.0,83.0
6213,33,Female,Tvet,No,Unemployed,11,No,No,No,Yes,3,Medium,Low,Good,Discrimination,12,8564.0,60.0
6214,22,Female,Secondary,No,Self-employed,4,Yes,No,Yes,Yes,5,Low,High,Fair,Discrimination,3,15236.0,99.0
6215,20,Female,Secondary,Yes,Employed,14,No,No,No,No,3,Low,High,Fair,Discrimination,7,6839.0,63.0
6216,32,Female,Unknown,Yes,Self-employed,12,Yes,No,No,No,0,Medium,Low,Fair,Discrimination,12,14802.0,91.0
6217,30,Male,University,Yes,Unemployed,7,No,No,Yes,No,3,Low,High,Fair,Low Market Demand,2,4399.0,56.0
6218,33,Male,Unknown,No,Self-employed,7,Yes,No,Yes,No,4,High,Low,Good,No Work Permit,12,10847.0,86.0
6219,28,Male,Primary,No,Unemployed,15,Yes,Yes,No,No,4,Low,Moderate,Poor,Discrimination,12,2564.0,36.0
6220,19,Male,University,No,Unemployed,19,No,No,Yes,No,5,Low,High,Fair,No Work Permit,1,6208.0,51.0
6221,23,Male,Unknown,No,Employed,9,No,No,No,No,4,High,Moderate,Fair,Limited Education,12,12938.0,69.0
6222,23,Female,Unknown,No,Unemployed,16,Yes,No,No,No,3,Medium,Low,Fair,Limited Education,12,2718.0,19.0
6223,31,Male,Secondary,No,Employed,12,No,No,Yes,No,1,Low,Low,Poor,Discrimination,12,10585.0,67.0
6224,28,Female,Secondary,No,Unemployed,4,No,Yes,No,No,3,Medium,Moderate,Good,Low Market Demand,12,1220.0,22.0
6225,25,Male,University,No,Unemployed,3,No,No,No,No,0,Low,Low,Good,Low Market Demand,12,11632.0,95.0
6226,25,Female,Secondary,No,Unemployed,17,No,No,No,No,4,Low,High,Fair,Low Market Demand,1,3381.0,49.0
6227,18,Male,College,No,Unemployed,18,Yes,No,No,Yes,1,Medium,Moderate,Fair,Lack of Capital,8,5532.0,62.0
6228,24,Male,Tvet,Yes,Unemployed,16,Yes,Yes,No,No,4,Medium,Moderate,Poor,Movement Restriction,12,10339.0,78.0
6229,23,Male,Primary,Yes,Self-employed,3,Yes,No,No,No,1,Medium,High,Poor,Movement Restriction,12,9951.0,70.0
6230,25,Female,Unknown,No,Unemployed,12,No,No,No,No,5,High,Moderate,Fair,Lack of Capital,9,0.0,20.0
6231,25,Female,Secondary,No,Unemployed,11,No,No,Yes,No,5,Low,High,Fair,Discrimination,12,5953.0,37.0
6232,31,Female,Tvet,No,Unemployed,1,Yes,No,No,No,0,Low,High,Fair,Lack of Capital,12,6434.0,53.0
6233,35,Male,University,Yes,Self-employed,4,No,No,Yes,No,1,Medium,High,Fair,Low Market Demand,12,19709.0,100.0
6234,33,Female,Unknown,No,Unemployed,14,No,Yes,No,No,5,Medium,Low,Fair,No Work Permit,12,0.0,11.0
6235,26,Female,College,No,Employed,6,No,No,No,No,4,Low,Moderate,Poor,Low Market Demand,12,8988.0,71.0
6236,32,Male,Tvet,No,Unemployed,9,Yes,No,Yes,Yes,1,Low,High,Poor,Lack of Capital,4,10419.0,66.0
6237,27,Male,Secondary,Yes,Unemployed,2,No,No,Yes,No,5,Medium,High,Poor,Movement Restriction,12,10263.0,72.0
6238,33,Female,Secondary,No,Employed,14,No,No,Yes,No,3,Low,Moderate,Good,Lack of Capital,11,13484.0,100.0
6239,21,Female,College,Yes,Self-employed,8,No,Yes,No,No,2,Low,High,Fair,Discrimination,6,14066.0,100.0
6240,30,Female,Unknown,No,Self-employed,1,Yes,No,No,No,5,Low,Low,Good,Discrimination,2,11157.0,66.0
6241,22,Female,Unknown,Yes,Employed,19,No,Yes,No,No,4,Low,Low,Good,Limited Education,12,3837.0,25.0
6242,24,Male,Unknown,No,Employed,5,No,No,Yes,Yes,2,Low,Moderate,Poor,Lack of Capital,1,7688.0,61.0
6243,26,Female,Primary,Yes,Employed,3,No,No,Yes,No,1,High,Moderate,Poor,Lack of Capital,3,6795.0,61.0
6244,25,Female,Unknown,Yes,Unemployed,5,No,Yes,No,No,3,Medium,High,Good,Discrimination,12,719.0,27.0
6245,33,Female,Secondary,No,Unemployed,6,Yes,Yes,Yes,No,1,Low,Low,Good,Low Market Demand,3,0.0,13.0
6246,23,Male,University,Yes,Self-employed,17,Yes,No,No,No,2,Low,High,Good,Movement Restriction,12,17641.0,100.0
6247,33,Male,Tvet,No,Unemployed,8,No,No,Yes,No,4,High,High,Fair,Low Market Demand,10,5129.0,45.0
6248,23,Male,College,Yes,Employed,6,No,Yes,No,No,0,Medium,Moderate,Poor,Limited Education,12,8570.0,66.0
6249,31,Female,Tvet,No,Unemployed,16,No,No,No,No,5,Medium,Moderate,Fair,Discrimination,8,4443.0,47.0
6250,18,Female,Secondary,Yes,Self-employed,18,No,No,Yes,No,2,Low,High,Poor,Low Market Demand,12,10613.0,79.0
6251,26,Male,College,No,Unemployed,4,No,Yes,No,No,3,Medium,High,Fair,Low Market Demand,2,13951.0,86.0
6252,30,Female,College,Yes,Self-employed,15,No,Yes,No,No,4,Low,High,Fair,Discrimination,4,7071.0,63.0
6253,34,Male,Secondary,Yes,Employed,19,No,Yes,No,No,1,High,Low,Poor,Discrimination,12,13064.0,96.0
6254,28,Male,Secondary,No,Self-employed,14,No,Yes,Yes,No,5,High,High,Poor,Lack of Capital,12,11422.0,100.0
6255,25,Male,Tvet,Yes,Employed,14,No,No,No,No,5,Low,Moderate,Fair,No Work Permit,4,10843.0,67.0
6256,22,Male,College,No,Self-employed,3,No,No,Yes,Yes,2,Medium,Moderate,Good,Limited Education,4,18323.0,100.0
6257,27,Male,Secondary,No,Unemployed,7,Yes,Yes,Yes,No,4,High,High,Fair,Low Market Demand,5,3836.0,60.0
6258,24,Male,College,No,Employed,17,No,No,Yes,No,1,Low,Moderate,Good,No Work Permit,12,14738.0,85.0
6259,27,Male,Secondary,Yes,Employed,4,Yes,No,Yes,No,5,Medium,Moderate,Poor,Discrimination,7,10008.0,81.0
6260,21,Female,Unknown,Yes,Unemployed,13,No,No,Yes,No,3,High,Low,Poor,Limited Education,12,8866.0,71.0
6261,26,Female,Primary,Yes,Unemployed,18,No,No,Yes,No,0,Low,Low,Good,Limited Education,12,6473.0,51.0
6262,31,Female,University,No,Self-employed,3,No,No,No,No,1,High,Low,Fair,Limited Education,12,10547.0,79.0
6263,19,Male,Secondary,Yes,Unemployed,6,No,No,No,No,0,High,High,Fair,Low Market Demand,2,0.0,3.0
6264,26,Female,Secondary,No,Unemployed,3,No,No,No,No,4,Low,Moderate,Good,Limited Education,12,5033.0,41.0
6265,18,Male,Secondary,No,Unemployed,14,Yes,No,No,No,1,High,High,Poor,Limited Education,7,5340.0,42.0
6266,27,Female,Secondary,Yes,Unemployed,8,No,Yes,Yes,No,1,Low,Moderate,Poor,Movement Restriction,11,11073.0,69.0
6267,27,Male,Tvet,No,Unemployed,2,No,No,No,No,2,Medium,Low,Poor,Low Market Demand,3,3500.0,43.0
6268,20,Female,Unknown,No,Unemployed,2,No,No,No,Yes,4,Low,Moderate,Fair,No Work Permit,2,3562.0,27.0
6269,23,Male,Secondary,No,Unemployed,14,No,No,No,No,5,Low,Low,Poor,Low Market Demand,12,2999.0,42.0
6270,23,Female,Primary,No,Employed,7,No,No,Yes,No,0,Low,Low,Good,Discrimination,12,9100.0,67.0
6271,19,Female,College,Yes,Employed,12,No,No,No,No,3,High,Moderate,Poor,Limited Education,3,20521.0,100.0
6272,35,Male,Unknown,Yes,Unemployed,8,No,No,Yes,No,5,Low,Moderate,Fair,Low Market Demand,12,7397.0,46.0
6273,19,Female,Unknown,Yes,Unemployed,9,No,Yes,Yes,Yes,3,Low,Moderate,Poor,Movement Restriction,12,0.0,7.0
6274,29,Male,Tvet,No,Employed,18,Yes,No,No,No,0,High,Low,Fair,Movement Restriction,12,14863.0,83.0
6275,22,Male,Secondary,No,Unemployed,7,No,No,No,Yes,4,Low,Moderate,Poor,Lack of Capital,12,7169.0,66.0
6276,24,Female,University,Yes,Self-employed,6,Yes,No,Yes,Yes,5,Medium,Moderate,Poor,Low Market Demand,12,19370.0,100.0
6277,33,Female,College,No,Unemployed,2,No,No,Yes,Yes,5,Low,Moderate,Poor,Low Market Demand,12,8739.0,66.0
6278,18,Male,College,Yes,Unemployed,6,No,No,No,Yes,4,High,High,Poor,Limited Education,10,9906.0,78.0
6279,18,Female,Unknown,No,Self-employed,15,No,No,No,No,0,High,High,Good,Discrimination,7,16081.0,97.0
6280,34,Female,Tvet,Yes,Unemployed,17,No,No,No,No,3,Low,Moderate,Poor,No Work Permit,1,13938.0,91.0
6281,18,Male,Tvet,Yes,Employed,4,No,No,Yes,Yes,0,Medium,Moderate,Good,Movement Restriction,4,14049.0,84.0
6282,30,Male,Tvet,No,Unemployed,5,No,No,Yes,Yes,5,Low,Moderate,Fair,Lack of Capital,12,7768.0,75.0
6283,26,Female,Secondary,Yes,Self-employed,13,No,No,No,No,0,Medium,Moderate,Good,Limited Education,12,14810.0,83.0
6284,32,Male,College,No,Employed,13,No,No,No,Yes,5,Low,High,Poor,No Work Permit,5,13761.0,85.0
6285,20,Female,Secondary,No,Self-employed,13,No,No,No,No,1,Low,High,Poor,Discrimination,8,16160.0,96.0
6286,31,Female,Secondary,No,Employed,19,No,Yes,No,No,2,Low,Low,Poor,Low Market Demand,7,17931.0,95.0
6287,28,Female,Primary,No,Unemployed,7,No,No,No,No,1,Low,Low,Fair,No Work Permit,12,4008.0,47.0
6288,29,Male,Secondary,No,Employed,5,No,No,No,No,0,High,Low,Good,Low Market Demand,12,13602.0,75.0
6289,30,Female,Secondary,Yes,Unemployed,11,No,Yes,No,No,4,Low,Moderate,Poor,Movement Restriction,2,5895.0,33.0
6290,30,Male,Secondary,No,Unemployed,10,No,Yes,Yes,Yes,2,Medium,High,Fair,No Work Permit,12,903.0,19.0
6291,18,Female,Unknown,No,Employed,9,Yes,Yes,Yes,No,5,High,High,Poor,Discrimination,12,11800.0,76.0
6292,27,Male,Secondary,No,Unemployed,1,No,No,No,No,1,Medium,Low,Fair,No Work Permit,11,4527.0,47.0
6293,20,Male,Secondary,No,Unemployed,15,No,No,No,No,5,High,Low,Poor,No Work Permit,12,9185.0,59.0
6294,21,Female,Primary,No,Employed,13,No,No,No,No,1,Medium,Moderate,Poor,Discrimination,12,11043.0,77.0
6295,33,Female,University,Yes,Unemployed,5,Yes,No,Yes,Yes,2,Medium,Moderate,Fair,Discrimination,12,10311.0,46.0
6296,25,Female,College,No,Self-employed,14,No,Yes,No,No,4,Medium,Moderate,Poor,Movement Restriction,12,10869.0,86.0
6297,33,Male,Tvet,No,Unemployed,4,No,No,No,No,1,Low,Low,Fair,Lack of Capital,7,8477.0,60.0
6298,34,Male,Secondary,Yes,Employed,9,No,Yes,No,Yes,5,Low,High,Fair,Movement Restriction,12,12560.0,77.0
6299,32,Female,Primary,No,Self-employed,8,No,No,Yes,No,2,Medium,Moderate,Fair,No Work Permit,12,12489.0,80.0
6300,33,Male,College,No,Unemployed,8,No,Yes,No,No,5,Low,Moderate,Poor,Movement Restriction,12,4379.0,48.0
6301,32,Female,University,No,Unemployed,9,No,Yes,Yes,No,4,Low,High,Poor,Lack of Capital,5,5503.0,51.0
6302,19,Male,Tvet,No,Unemployed,3,No,No,Yes,No,3,Low,High,Good,No Work Permit,12,6827.0,62.0
6303,28,Female,University,Yes,Unemployed,9,No,Yes,Yes,No,1,Low,Low,Poor,Movement Restriction,10,6269.0,60.0
6304,18,Male,Primary,No,Self-employed,2,Yes,No,Yes,No,4,Medium,High,Fair,Movement Restriction,7,8354.0,47.0
6305,32,Male,Unknown,No,Employed,15,No,No,Yes,No,0,Low,High,Poor,Discrimination,12,11191.0,76.0
6306,21,Female,College,Yes,Employed,10,No,No,No,No,5,Low,High,Poor,Low Market Demand,4,15456.0,93.0
6307,28,Male,College,No,Self-employed,13,Yes,No,No,No,2,Low,Moderate,Poor,Discrimination,12,13342.0,88.0
6308,22,Female,University,Yes,Unemployed,1,No,No,No,Yes,3,Low,Moderate,Poor,Movement Restriction,12,16651.0,87.0
6309,20,Male,Unknown,No,Unemployed,8,No,Yes,Yes,No,2,Medium,Moderate,Poor,Lack of Capital,12,4184.0,51.0
6310,30,Male,Primary,Yes,Unemployed,14,No,No,Yes,No,3,Low,Low,Fair,Low Market Demand,12,1942.0,22.0
6311,27,Male,Secondary,No,Employed,16,Yes,No,Yes,No,1,Medium,Moderate,Good,Discrimination,12,12139.0,89.0
6312,28,Male,Secondary,No,Unemployed,1,No,No,No,No,1,Low,Low,Poor,Low Market Demand,9,5900.0,66.0
6313,35,Female,Secondary,No,Self-employed,8,Yes,No,No,Yes,4,Medium,High,Poor,No Work Permit,9,16317.0,96.0
6314,19,Male,Secondary,No,Unemployed,1,No,No,No,No,5,Low,High,Fair,Lack of Capital,12,0.0,2.0
6315,24,Female,University,No,Employed,1,Yes,No,No,No,5,Medium,High,Fair,Limited Education,12,13540.0,82.0
6316,26,Male,College,Yes,Employed,1,No,No,Yes,No,1,Medium,Low,Fair,Discrimination,12,11884.0,98.0
6317,27,Female,College,No,Unemployed,4,No,No,No,No,1,Low,High,Poor,Discrimination,12,7377.0,72.0
6318,35,Female,Unknown,No,Employed,5,Yes,No,Yes,Yes,3,High,Moderate,Poor,No Work Permit,12,8687.0,64.0
6319,24,Female,Unknown,No,Employed,12,No,No,Yes,No,3,Medium,High,Fair,Movement Restriction,11,12748.0,80.0
6320,24,Female,Unknown,Yes,Unemployed,6,No,No,No,No,5,High,Moderate,Good,Low Market Demand,12,0.0,23.0
6321,20,Other,Tvet,No,Unemployed,7,No,No,No,No,1,High,High,Fair,Limited Education,2,5379.0,57.0
6322,29,Female,Secondary,Yes,Employed,1,No,No,Yes,No,2,High,Moderate,Good,No Work Permit,12,17010.0,100.0
6323,24,Male,University,No,Unemployed,13,No,Yes,Yes,No,2,Low,Low,Good,Lack of Capital,12,7459.0,63.0
6324,34,Male,Secondary,No,Unemployed,15,No,No,No,No,5,Low,High,Poor,Discrimination,9,1567.0,36.0
6325,18,Other,University,No,Self-employed,12,No,No,Yes,Yes,1,Low,Moderate,Fair,Lack of Capital,1,14722.0,100.0
6326,22,Male,Unknown,Yes,Unemployed,17,Yes,No,No,No,4,Medium,Moderate,Poor,Limited Education,12,5396.0,47.0
6327,33,Female,Secondary,No,Employed,13,No,No,Yes,No,3,Low,High,Good,No Work Permit,12,11726.0,67.0
6328,32,Female,University,No,Unemployed,9,Yes,Yes,No,No,1,Low,High,Fair,Lack of Capital,12,11237.0,84.0
6329,19,Female,Secondary,Yes,Unemployed,13,No,No,No,No,1,Low,Moderate,Poor,Discrimination,3,3758.0,33.0
6330,26,Female,Secondary,No,Unemployed,17,Yes,Yes,No,No,5,Low,High,Good,Movement Restriction,12,3733.0,46.0
6331,24,Female,University,Yes,Self-employed,19,No,Yes,No,No,0,Low,High,Fair,Discrimination,12,24119.0,100.0
6332,21,Female,Unknown,Yes,Employed,6,Yes,No,No,No,2,High,High,Fair,No Work Permit,12,5733.0,55.0
6333,35,Male,College,No,Employed,18,Yes,No,No,No,5,High,Low,Poor,Limited Education,12,15419.0,89.0
6334,21,Male,Tvet,No,Unemployed,10,Yes,Yes,Yes,Yes,0,High,High,Poor,No Work Permit,4,5797.0,53.0
6335,30,Male,Secondary,Yes,Employed,10,No,No,No,No,5,Low,Low,Fair,Low Market Demand,12,10810.0,89.0
6336,18,Male,Secondary,Yes,Unemployed,15,Yes,No,No,No,0,Low,Low,Poor,Discrimination,12,5581.0,66.0
6337,20,Male,Secondary,No,Unemployed,9,No,Yes,No,No,0,High,High,Fair,Movement Restriction,10,1540.0,38.0
6338,33,Female,Primary,No,Unemployed,5,No,Yes,Yes,No,4,Medium,High,Poor,No Work Permit,3,0.0,32.0
6339,21,Male,University,No,Employed,16,No,No,No,No,5,Low,High,Good,Low Market Demand,2,10268.0,69.0
6340,33,Female,Secondary,No,Employed,19,No,Yes,Yes,Yes,5,Low,Moderate,Fair,No Work Permit,12,17747.0,100.0
6341,18,Female,Unknown,Yes,Self-employed,5,No,No,Yes,No,2,Medium,Moderate,Fair,Lack of Capital,12,5201.0,37.0
6342,22,Female,Unknown,No,Employed,6,No,No,No,No,0,Low,High,Fair,Limited Education,12,12925.0,62.0
6343,28,Female,Secondary,No,Unemployed,9,No,Yes,Yes,No,1,High,Low,Poor,Movement Restriction,12,6407.0,56.0
6344,30,Male,University,No,Employed,6,No,No,No,No,4,Low,Moderate,Good,Lack of Capital,4,15012.0,100.0
6345,22,Male,Unknown,No,Self-employed,15,No,Yes,No,Yes,5,Medium,High,Fair,Discrimination,1,10325.0,81.0
6346,21,Female,College,No,Employed,18,Yes,No,No,No,0,Medium,Moderate,Fair,Limited Education,12,13998.0,81.0
6347,21,Female,Unknown,No,Unemployed,5,No,No,No,No,1,Medium,High,Fair,Limited Education,4,3327.0,47.0
6348,21,Female,Secondary,No,Employed,9,No,No,Yes,No,2,Low,Low,Poor,Movement Restriction,12,9841.0,80.0
6349,21,Female,Tvet,No,Employed,10,No,No,No,Yes,3,Low,High,Poor,No Work Permit,12,16825.0,100.0
6350,35,Male,Primary,Yes,Unemployed,11,No,No,No,No,4,Low,High,Good,Movement Restriction,6,2965.0,35.0
6351,35,Male,Unknown,Yes,Employed,16,Yes,No,No,No,5,Low,High,Fair,Movement Restriction,12,9628.0,82.0
6352,33,Female,University,No,Employed,13,No,Yes,No,No,1,High,High,Good,Low Market Demand,12,14388.0,100.0
6353,26,Male,Secondary,Yes,Self-employed,17,No,No,No,No,2,Low,High,Fair,Limited Education,12,12546.0,73.0
6354,35,Female,Unknown,No,Employed,8,No,Yes,No,Yes,3,Medium,Moderate,Fair,No Work Permit,12,10536.0,73.0
6355,19,Female,University,No,Unemployed,11,Yes,No,Yes,No,4,Medium,Moderate,Poor,Lack of Capital,12,12813.0,80.0
6356,21,Male,Tvet,No,Employed,4,No,No,No,Yes,2,Low,High,Good,Lack of Capital,12,9092.0,82.0
6357,29,Female,Secondary,No,Unemployed,4,Yes,No,Yes,Yes,1,Low,High,Fair,Lack of Capital,6,4755.0,39.0
6358,24,Female,Unknown,No,Employed,16,No,Yes,Yes,No,0,Medium,Low,Fair,Movement Restriction,8,8587.0,62.0
6359,32,Female,University,No,Self-employed,13,No,No,No,No,0,Low,High,Poor,Discrimination,4,14000.0,100.0
6360,24,Male,University,No,Employed,17,Yes,Yes,No,Yes,5,Low,High,Fair,Movement Restriction,12,13330.0,93.0
6361,34,Female,Secondary,Yes,Self-employed,6,Yes,No,No,No,4,High,Moderate,Good,Discrimination,12,11753.0,81.0
6362,33,Male,University,No,Unemployed,13,Yes,No,No,No,3,Medium,High,Poor,Limited Education,12,10912.0,71.0
6363,26,Female,Primary,No,Self-employed,18,Yes,No,Yes,No,4,Low,Moderate,Poor,Discrimination,4,6781.0,58.0
6364,31,Male,University,Yes,Unemployed,13,No,Yes,No,Yes,2,Low,Moderate,Fair,Movement Restriction,12,2994.0,29.0
6365,34,Male,Tvet,No,Self-employed,10,No,Yes,Yes,Yes,5,Medium,High,Poor,Limited Education,10,14878.0,99.0
6366,22,Male,Unknown,No,Self-employed,3,No,No,Yes,No,1,Medium,Low,Fair,Movement Restriction,3,13375.0,98.0
6367,19,Male,Secondary,No,Unemployed,3,No,No,Yes,No,5,Low,Moderate,Poor,No Work Permit,12,5905.0,34.0
6368,33,Male,College,Yes,Unemployed,10,Yes,No,No,No,5,Low,Moderate,Poor,Limited Education,12,5282.0,31.0
